"clu_pop","month","mean_2012","mean_ref","sd_2012","sd_ref","se_2012","se_ref","iv","std_a"
"Northern slope",6,0.306085642591733,0.307181172161361,0.0178701761814957,0.0297459589690052,0.00893508809074786,0.00371824487112565,"myndvisp",-0.0368295260129327
"Northern slope",7,0.267539439106623,0.273734148733199,0.0198739942932476,0.0290822957650052,0.00993699714662378,0.00363528697062565,"myndvisp",-0.213006210948085
"Northern slope",8,0.225274793547955,0.243926215544161,0.0204526504467468,0.0287370347967398,0.0102263252233734,0.00359212934959247,"myndvisp",-0.649037805331301
"Northern slope",9,0.217671609534941,0.231519700366336,0.0362633480220095,0.0301141612326999,0.0181316740110047,0.00376427015408748,"myndvisp",-0.459853114433027
"Northern slope",10,0.250267696918466,0.225454133340751,0.0322581792544541,0.0368411757784722,0.0161290896272271,0.00460514697230902,"myndvisp",0.673528003745594
"Northern slope",11,0.190759519303423,0.197508192433951,0.0279660080133117,0.0385263172064468,0.0139830040066558,0.00481578965080585,"myndvisp",-0.175170470989084
"Northern slope",12,0.165835614150342,0.170605515551787,0.0360857509115069,0.0386911934319166,0.0180428754557534,0.00483639917898958,"myndvisp",-0.123281320071912
"Southern slope",1,0.243057512843683,0.248237929968469,0.0103380037419643,0.0167156627325844,0.00596864924330644,0.00249182387726791,"myndvisp",-0.309913953617162
"Southern slope",2,0.229662358277176,0.232865969122646,0.014001967376836,0.0231571712853691,0.00808403963420063,0.00334244976881952,"myndvisp",-0.138342062853512
"Southern slope",3,0.215371569325222,0.229758450987168,0.00720290927657445,0.0176995657705263,0.00415860160977871,0.00255471226553822,"myndvisp",-0.812838114136288
"Southern slope",4,0.219385662740882,0.246763623748381,0.0085325048751118,0.0234552018878285,0.00492624398650759,0.0033854667809587,"myndvisp",-1.16724473907455
"Southern slope",5,0.304335149276167,0.310214440522532,0.00719154087085569,0.0249581394646768,0.00415203805767673,0.00360239713460085,"myndvisp",-0.235566086754425
"Southern slope",6,0.329684020255811,0.338365593467705,0.0186297421787735,0.01931549608296,0.0107558866618482,0.00278795171575703,"myndvisp",-0.449461570886229
"Southern slope",7,0.301880104885368,0.32091266203442,0.020026962726295,0.0234058480253133,0.011562572321077,0.00337834316450653,"myndvisp",-0.813153923261789
"Southern slope",8,0.268604446795707,0.300086566213749,0.015746903767627,0.0198634648571876,0.00909147912914259,0.00286704419558398,"myndvisp",-1.5849258749362
"Southern slope",9,0.26685926390507,0.289237526736058,0.0189833647101531,0.0177670502346515,0.0109600507255318,0.00256445280892042,"myndvisp",-1.25953731966963
"Southern slope",10,0.304081531778648,0.287400102354878,0.0414702009172139,0.0178226432154781,0.0239428316629013,0.00257247696453174,"myndvisp",0.935968319742987
"Southern slope",11,0.276552046532906,0.276943191885853,0.000670738471127008,0.0145188078399788,0.000387251036861016,0.00209560940368106,"myndvisp",-0.026940597138415
"Southern slope",12,0.248727800322301,0.260269981318419,0.00774451588009202,0.0176443514986662,0.00447129832811446,0.00254674277185782,"myndvisp",-0.654157280701985
